Name,City,Cuisine,Rating,Price,Count,Reviews,RestID
Humphrey's,Amsterdam,"('Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1410.0,"Omg, this was awesome!!, Great food and service",145
La Casa De Michael,Amsterdam,"('Italian', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,230.0,"Hannah: NSW, Australia, Nice and taste place to eat",146
Restaurant Floreyn,Amsterdam,"('Dutch', 'European', 'Seafood', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",5.0,50.0,81.0,"Everything I want in a restaurant, Outstanding cuisine!",147
Restaurant Haesje Claes,Amsterdam,"('Dutch', 'International', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,3595.0,"Not a bad find!, Worth a visit",148
De Blauwe Hollander,Amsterdam,"('German', 'Scandinavian', 'Dutch')",4.5,50.0,1030.0,"Fantastic dutch style cuisine, Great dutch cuisine",149
CT coffee & coconuts,Amsterdam,"('Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,603.0,"Good for coffee and food, Delish - perfect break spot!",150
La Luna Steakhouse Grill,Amsterdam,"('Steakhouse', 'Argentinean', 'South American', 'Grill', 'Gluten Free Options')",4.5,50.0,906.0,"Lovley place, Lovely restaurant",151
de Luwte,Amsterdam,"('Dutch', 'Mediterranean', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,635.0,"Excellent restaurant with great ambience, Great Value for Exceptional Food and Servi...",152
Het Karbeel,Amsterdam,"('Dutch', 'Swiss', 'European', 'Central European', 'Vegetarian Friendly')",4.0,50.0,809.0,"Nice, nice resturant, nice staff",153
Restaurant Bleu,Amsterdam,"('French', 'International', 'Dutch', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,233.0,"Great Place!, Excellent food, but some mess-ups from the...",154
Lucius Seafood Restaurant,Amsterdam,"('Dutch', 'Seafood', 'European', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,1239.0,"Lovely family style seafood restaurant, Looking for Great Seafood?",155
Villa Maria Restaurant-Amsterdam,Amsterdam,"('Steakhouse', 'Latin', 'Barbecue', 'European', 'Argentinean', 'South American', 'Vegetarian Friendly')",4.5,50.0,482.0,"Perfect foods, Everything is hillarious!",156
Restaurant Choux,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,221.0,"Nice little find, but book, Fantastic",157
The White Room,Amsterdam,"('French', 'Dutch', 'International', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options')",4.5,100.0,103.0,"Absolutely stunning place, Unique experience in all possible ways",158
Kaagman en Kortekaas,Amsterdam,"('Dutch', 'Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,147.0,"Unigue, Fantastic food",159
Bird Thai Restaurant,Amsterdam,"('Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1641.0,"Great Thai Food, Delicious",160
Pressroom,Amsterdam,"('French', 'Dutch', 'International', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,50.0,175.0,"Good food in a relaxed setting, Great Find - cool bar",161
Cafe Sonneveld,Amsterdam,"('Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,544.0,"So pleased we did....., Pleasent spot off the beaten path",162
Cafe T Smalle,Amsterdam,"('Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly')",4.5,50.0,435.0,"Visited again after 4 years and will come..., The best of a beer cafe in A’dam",163
Sir Hummus,Amsterdam,"('Healthy', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",5.0,20.0,126.0,"Great service, great food!, Amazing Hummus!",164
Restaurant d'Vijff Vlieghen,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,100.0,1340.0,"Brilliant fish, but make sure you can affo..., WELL WORTH A VISIT",165
Rakang,Amsterdam,"('Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,414.0,"Best Thai in Amsterdam, Great food and great service",166
FEBO,Amsterdam,"('Dutch', 'Fast Food', 'European')",4.0,20.0,782.0,"Super Cheap and Always Busy, best cheap food in holland!",167
Gollem Craft Beers,Amsterdam,"('Bar', 'Pub')",4.5,50.0,136.0,"Great beer, charming atmosphere, Craft beer bar",168
Soup en Zo,Amsterdam,"('European', 'Soups', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,226.0,"Amazing flavour, Fantastic!",169
Greetje,Amsterdam,"('Dutch', 'European', 'Delicatessen', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,843.0,"Great restaurant!, One of the best in Amsterdam!",170
Ctaste,Amsterdam,"('European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,540.0,"The food was good and the experience is sp..., Different Experience",171
Blauw aan de Wal,Amsterdam,"('French', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,344.0,"Best meal in Amsterdam, Great food, great location",172
The French Connection,Amsterdam,"('French', 'Asian', 'European', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,376.0,"Outstanding restaurant, Great spot",173
Restaurant Blauw Amsterdam,Amsterdam,"('Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1044.0,"Indonesian Rijsttafel will lots to offer, Oh my go(o)d! We love it",174
Vlaamse Friet Snackland,Amsterdam,"('Dutch', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,328.0,"Great tasting!, Great Snack",175
Barney's Coffeeshop,Amsterdam,[],4.5,,498.0,"So good we went back 3 times, Polite staff, good price and flavours.",176
De Pizzabakkers Haarlemmerdijk,Amsterdam,"('Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,231.0,"Good pizza, Great pizza and company",177
The Avocado Show,Amsterdam,"('European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,284.0,"Phenomenal!, Good place to try",178
Pancake en Burger Bar,Amsterdam,"('Dutch', 'European', 'Grill', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,155.0,"A great find!, Really good find with good Gluten Free opt...",179
Brouwerij de Prael,Amsterdam,"('Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly')",4.5,50.0,354.0,"For beer lovers, Hidden gem",180
The Lebanese Sajeria,Amsterdam,"('Lebanese', 'Middle Eastern', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options')",5.0,20.0,72.0,"Too good., Excellent Lebanese eatery in Amsterdam",181
VINNIES at Haarlemmerstraat (city center),Amsterdam,"('Cafe', 'International', 'European', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,260.0,"Great for breakast, Cute little cafe",182
Cau,Amsterdam,"('Steakhouse', 'European', 'Argentinean', 'South American', 'Gluten Free Options')",4.0,50.0,2647.0,"One of the best choices in Amsterdam for m..., good place but not excelent",183
Utrechtsedwarstafel,Amsterdam,"('French', 'Dutch', 'European', 'Gluten Free Options', 'Vegetarian Friendly')",5.0,100.0,220.0,"Memorable dining experience, Great food and wine",184
Momo,Amsterdam,"('Japanese', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,100.0,1359.0,"Walking back to hotel from museums, dinner",185
Cafe-Restaurant de Plantage,Amsterdam,"('French', 'Dutch', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,724.0,"Top location, Lovely location, good food, indifferent se...",186
Gauchos - Spuistraat,Amsterdam,"('Steakhouse', 'European', 'Argentinean', 'Gluten Free Options')",4.0,50.0,442.0,"Good staff and food, Great Steak House in Amsterdam",187
De Bekeerde Suster,Amsterdam,"('Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly')",4.5,50.0,400.0,"Very nice brewpub, My type of Brew Pub",188
IZAKAYA Asian Kitchen & Bar,Amsterdam,"('Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,100.0,583.0,"Good sushi. Stay away from robata., excellent, if expensive, food and service",189
Restaurant MOER,Amsterdam,"('European', 'Dutch', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,87.0,"Beautiful restaurant, simple and very tast..., Great meal, great service",190
Pasta Factory,Amsterdam,"('Italian', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,591.0,"Pasta factory, Excellent food!",191
Indonesian Kitchen,Amsterdam,"('Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,126.0,"A fine authentical indonsian cuisine, A very tasty meal!",192
Ramen-Ya Amsterdam,Amsterdam,"('Japanese', 'Asian', 'Soups', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,614.0,"Quick Dinner, Good Ramen, dark location",193
Long Pura,Amsterdam,"('Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,611.0,"solid 4, ""Try the Tasting Menu if youre new to Indo...""",194
Cocotte,Amsterdam,"('French', 'Cafe', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,88.0,"Incredible staff and crepes !, Excellent crêpes bretonnes :-)",195
Yu Family Kitchen,Amsterdam,"('Chinese', 'Fast Food', 'Asian', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,305.0,"Delicious, Great food, service and location",196
Bierfabriek Amsterdam,Amsterdam,"('Dutch', 'Bar', 'European', 'Pub', 'Grill', 'Vegetarian Friendly')",4.0,50.0,847.0,"Cheap eats and beer, Very nice and good restaurant near Rokin t...",197
The Old Bell,Amsterdam,"('Bar', 'European', 'British', 'Pub', 'Gastropub', 'Vegetarian Friendly')",4.0,50.0,377.0,"Good value pub food and friendly atmospher..., Drinks",198
Tasca Bellota,Amsterdam,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,365.0,"Excellent!, Excellent experience of Spanish delicacies",199
Sham Restaurant,Amsterdam,"('Mediterranean', 'Middle Eastern', 'Arabic', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options')",4.5,50.0,111.0,"Fantastic Restaurant in Nieumarkt, Best Arabic/Syrian Food in Amsterdam",200
Pompa,Amsterdam,"('Italian', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,814.0,"No Pompa and Ceremony - just good food, Nice intimate restaurant, off shopping dis...",201
Van Gogh Museum Cafe,Amsterdam,"('Cafe', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,687.0,"nice place, great view, Bright and Friendly",202
Manneken Pis Amsterdam,Amsterdam,"('Dutch', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options')",4.0,20.0,1222.0,"Great Chips and Sauces!, Chips... don’t get it",203
Cannibale Royale Ruysdaelkade,Amsterdam,"('American', 'Steakhouse', 'Bar', 'Barbecue', 'European', 'Grill')",4.5,50.0,220.0,"Deserves a much higher ranking than it has..., Great steaks",204
Grizzly,Amsterdam,"('American', 'Bar', 'European', 'Pub', 'Vegetarian Friendly')",4.0,50.0,306.0,"Great little find, Very tasty chicken burger",205
Saturnino,Amsterdam,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,601.0,"Nice pizza on first day of New Year, Erg lekker. Geen touristenmaal.",206
Tasty Asia,Amsterdam,"('Chinese', 'Sushi', 'Asian', 'Thai', 'Vegetarian Friendly')",4.5,20.0,150.0,"Yummy! Nice service, tasty food, great pri..., So Good and Great Prices!",207
Brouwerij Troost de Pijp,Amsterdam,"('Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,211.0,"Friendly service and great atmoshphere, Burger & beer",208
Tulsi Indian Restaurant,Amsterdam,"('Indian', 'Asian', 'Balti', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,87.0,"Cozy Ambience & Delicious Food, Genuine restraurant",209
Bazar,Amsterdam,"('Moroccan', 'Mediterranean', 'Turkish', 'Middle Eastern', 'Tunisian', 'Persian', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options')",4.0,50.0,1348.0,"Nice but noisy diner, Very unique-looking converted church with...",210
SkyLounge,Amsterdam,"('Dutch', 'Bar', 'European', 'Wine Bar', 'Vegetarian Friendly')",4.0,50.0,1637.0,"Great views--lively crowd, Go before the crowds",211
Serre Restaurant,Amsterdam,"('French', 'European', 'Central European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,343.0,"Wonderful lunch, Excellent dining option in Amsterdam",212
de Bijenkorf Kitchen Amsterdam,Amsterdam,"('International', 'Sushi', 'Italian', 'Grill', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,357.0,"try the hot choclate, Good selection of food in an elegant fast...",213
BORRL Kitchen,Amsterdam,"('Dutch', 'Bar', 'Cafe', 'European', 'Diner', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,132.0,"Easygoing news years drinks, Amazing brunch with great service and cosy...",214
Latei,Amsterdam,"('European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,268.0,"Traditional sandwiches in a trendy atmosph..., Great small oasis in middle of chaos",215
Elkaar,Amsterdam,"('French', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,175.0,"Birthday meal, Great food for a nice price",216
O'Reilly's Irish Pub,Amsterdam,"('Irish', 'Bar', 'European', 'Pub', 'Vegetarian Friendly')",4.0,50.0,582.0,"Nice bar to relax in, Great game",217
Maoz Vegetarian,Amsterdam,"('Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,619.0,"Unbelievable Falafel, Amazing!",218
MR PORTER,Amsterdam,"('Steakhouse', 'European', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,100.0,403.0,"Spontaneous night to Mr Porter, Impressive!",219
Boca's,Amsterdam,"('Dutch', 'Bar', 'European', 'Vegetarian Friendly')",4.5,50.0,271.0,"Pleasant surprise, Great tapas",220
Bulls and Dogs,Amsterdam,"('American', 'Bar', 'European', 'Vegetarian Friendly')",4.5,20.0,191.0,"Unique, one-of-a-kind freaked out freaksha..., Delicious find!!",221
Trattoria Caprese Amsterdam,Amsterdam,"('Italian', 'European', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,749.0,"Surprise surprise!, Excellent Italian-Touristy Pricing",222
Casa di David,Amsterdam,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,1046.0,"Good value for money, Authentic Italian",223
Nooch,Amsterdam,"('Chinese', 'Japanese', 'Sushi', 'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,402.0,"Good low key Asian restaurant, Good asian",224
Puri Mas,Amsterdam,"('Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,552.0,"Excellent, Lovely Indonesian food",225
John Dory fish restaurant,Amsterdam,"('Dutch', 'Seafood', 'European', 'Gluten Free Options')",4.5,100.0,101.0,"Amazing, Delish!",226
Humphrey's Spuistraat,Amsterdam,"('French', 'Dutch', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,505.0,"Nice 3 course meal, Excellent Saturday eve 6:00 meal with frie...",227
Proeflokaal A. van Wees,Amsterdam,"('Dutch', 'Bar', 'European', 'Gastropub', 'Cafe', 'Vegetarian Friendly')",4.5,50.0,201.0,"Historic jewel of a bar in Amsterdam, Great Place for Drinks and Lunch",228
Amigo Restaurant,Amsterdam,"('Steakhouse', 'Barbecue', 'Grill', 'Argentinean', 'Vegetarian Friendly')",4.5,50.0,97.0,"My place in Amsterdam, Amazing!!!!!!!",229
Sampurna,Amsterdam,"('Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,818.0,"An authentic Indonesian meal in Amsterdam, Wonderful lunch in a very touristy place",230
EN Japanese kitchen & sake bar,Amsterdam,"('Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,131.0,"best place I have been so far, Top class",231
Restaurant Girassol,Amsterdam,"('Mediterranean', 'European', 'Portuguese', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,200.0,"Sunny gem amidst the snow, <3 GIRASSOL <3",232
St James's Gate Irish Pub,Amsterdam,"('Irish', 'Bar', 'European', 'British', 'Pub', 'Gastropub', 'Vegetarian Friendly')",4.0,50.0,710.0,"Old and comfortable, Fish and chips!",233
Benny’s Chicken,Amsterdam,"('Dutch', 'Fast Food', 'Barbecue', 'European', 'Street Food', 'Halal')",5.0,20.0,88.0,"Great chicken sandwich!, Fresh, Cheap and Halal (Win!)",234
Pikoteo,Amsterdam,"('Mediterranean', 'European', 'Spanish', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,128.0,"New Years Eve Meal & Drinks, I want to come back everyday!",235
Restaurant Anna,Amsterdam,"('European', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,100.0,493.0,"""A gush of fresh air in Amsterdams mid pri..."", A diamond losing its sharp edges..",236
Shah-jahan,Amsterdam,"('Indian', 'Asian', 'Balti', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,208.0,"Good Taste in the heart of Amsterdam, The best Indian meal I have ever had",237
Cafe Restaurant In de Buurt,Amsterdam,"('Dutch', 'Bar', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,346.0,"Lovely!, Good food and good price",238
Restaurant Sinne,Amsterdam,"('French', 'Dutch', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,194.0,"Great evening with colleagues, Very interesting plates at decent prices f...",239
Original Stroopwafels,Amsterdam,"('Dutch', 'Fast Food')",5.0,20.0,75.0,"The best Stroopwafels ever :) !!!!, Tasty",240
Salmuera,Amsterdam,"('South American', 'Mexican', 'Steakhouse', 'Latin', 'Barbecue', 'Argentinean', 'Central American', 'Gluten Free Options')",4.5,50.0,204.0,"Fabulous atmosphere, wonderful food, Good meal, good service, good atmosphere...",241
Pizzeria Fuoco Vivo,Amsterdam,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,391.0,"Best pizza in Amsterdam, Amazing pizza and pannacotta",242
Snappers,Amsterdam,"('Bar', 'European', 'International')",4.5,50.0,364.0,"Best Ribs and Wings EVER!!, Awesome bachelors party",243
Blushing Amsterdam,Amsterdam,"('Dutch', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,542.0,"Not bad, but didnt feel any athmosphere in..., Lovely place and quality food",244
